Camera,Timestamp,Year,Month,Total Offenses,Total Unique Offenders,New Offenders This Month,Repeat Offenders,Repeat Offenders Within The Year,Repeat Offenders Within Past 6 Months,Repeat Offenders Within The Month
115 N OGDEN,49,2018,3,32346,25958,602,153,101,82,22
115 N OGDEN,50,2018,4,32786,26288,330,110,92,62,6
115 N OGDEN,50,2018,5,32786,26288,0,0,0,0,0
1226 N WESTERN AVE,1,2014,4,171,169,169,2,2,2,2
1226 N WESTERN AVE,2,2014,5,602,580,411,20,20,20,14
1226 N WESTERN AVE,3,2014,6,802,766,186,14,14,14,3
1226 N WESTERN AVE,3,2014,7,802,766,0,0,0,0,0
1226 N WESTERN AVE,3,2014,8,802,766,0,0,0,0,0
1226 N WESTERN AVE,4,2014,9,1013,970,204,7,7,7,0
1226 N WESTERN AVE,5,2014,10,1230,1175,205,12,12,12,5
1226 N WESTERN AVE,6,2014,11,1377,1314,139,8,8,8,2
1226 N WESTERN AVE,7,2014,12,1549,1476,162,10,10,10,0
1226 N WESTERN AVE,8,2015,1,1737,1652,176,12,12,12,1
1226 N WESTERN AVE,9,2015,2,1943,1844,192,14,14,10,0
1226 N WESTERN AVE,10,2015,3,2276,2155,311,22,22,21,2
1226 N WESTERN AVE,11,2015,4,2577,2440,285,16,16,11,3
1226 N WESTERN AVE,12,2015,5,2980,2811,371,32,32,21,4
1226 N WESTERN AVE,13,2015,6,3255,3065,254,21,21,17,1
1226 N WESTERN AVE,13,2015,7,3255,3065,0,0,0,0,0
1226 N WESTERN AVE,13,2015,8,3255,3065,0,0,0,0,0
1226 N WESTERN AVE,14,2015,9,3614,3399,334,25,25,21,7
1226 N WESTERN AVE,15,2015,10,3946,3703,304,28,27,27,3
1226 N WESTERN AVE,16,2015,11,4075,3822,119,10,8,7,1
1226 N WESTERN AVE,17,2015,12,4148,3887,65,8,6,1,0
1226 N WESTERN AVE,18,2016,1,4212,3947,60,4,3,2,0
1226 N WESTERN AVE,19,2016,2,4341,4071,124,5,4,3,0
1226 N WESTERN AVE,20,2016,3,4542,4251,180,21,19,9,2
1226 N WESTERN AVE,21,2016,4,4650,4351,100,8,7,5,0
1226 N WESTERN AVE,22,2016,5,4821,4511,160,11,9,4,2
1226 N WESTERN AVE,23,2016,6,4922,4606,95,6,6,2,0
1226 N WESTERN AVE,23,2016,7,4922,4606,0,0,0,0,0
1226 N WESTERN AVE,23,2016,8,4922,4606,0,0,0,0,0
1226 N WESTERN AVE,24,2016,9,4995,4673,67,6,4,1,0
1226 N WESTERN AVE,25,2016,10,5105,4775,102,8,5,2,1
1226 N WESTERN AVE,26,2016,11,5155,4821,46,4,4,1,0
1226 N WESTERN AVE,27,2016,12,5195,4859,38,2,1,1,0
1226 N WESTERN AVE,28,2017,1,5232,4892,33,4,2,2,1
1226 N WESTERN AVE,29,2017,2,5282,4939,47,3,1,0,0
1226 N WESTERN AVE,30,2017,3,5333,4984,45,6,3,3,0
1226 N WESTERN AVE,31,2017,4,5370,5021,37,0,0,0,0
1226 N WESTERN AVE,32,2017,5,5452,5097,76,6,1,1,0
1226 N WESTERN AVE,33,2017,6,5490,5131,34,4,3,2,2
1226 N WESTERN AVE,33,2017,7,5490,5131,0,0,0,0,0
1226 N WESTERN AVE,33,2017,8,5490,5131,0,0,0,0,0
1226 N WESTERN AVE,34,2017,9,5511,5152,21,0,0,0,0
1226 N WESTERN AVE,35,2017,10,5542,5178,26,5,2,2,0
1226 N WESTERN AVE,36,2017,11,5584,5217,39,3,3,2,1
1226 N WESTERN AVE,37,2017,12,5616,5246,29,3,3,3,2
1226 N WESTERN AVE,38,2018,1,5647,5276,30,1,1,1,0
1226 N WESTERN AVE,39,2018,2,5694,5321,45,2,0,0,0
1226 N WESTERN AVE,40,2018,3,5772,5394,73,5,1,0,0
1226 N WESTERN AVE,41,2018,4,5893,5505,111,10,6,5,1
1226 N WESTERN AVE,41,2018,5,5893,5505,0,0,0,0,0
1229 N WESTERN AVE,1,2014,4,243,237,237,6,6,6,6
1229 N WESTERN AVE,2,2014,5,805,751,514,48,48,48,32
1229 N WESTERN AVE,3,2014,6,1060,990,239,16,16,16,5
1229 N WESTERN AVE,3,2014,7,1060,990,0,0,0,0,0
1229 N WESTERN AVE,3,2014,8,1060,990,0,0,0,0,0
1229 N WESTERN AVE,4,2014,9,1684,1574,584,40,40,40,31
1229 N WESTERN AVE,5,2014,10,2299,2131,557,58,58,58,10
1229 N WESTERN AVE,6,2014,11,2674,2469,338,37,37,37,4
1229 N WESTERN AVE,7,2014,12,3045,2800,331,40,40,40,5
1229 N WESTERN AVE,8,2015,1,3358,3077,277,36,36,36,4
1229 N WESTERN AVE,9,2015,2,3696,3378,301,37,37,36,7
1229 N WESTERN AVE,10,2015,3,4224,3838,460,68,68,61,10
1229 N WESTERN AVE,11,2015,4,4656,4218,380,52,52,44,3
1229 N WESTERN AVE,12,2015,5,5264,4749,531,77,77,65,16
1229 N WESTERN AVE,13,2015,6,5652,5091,342,46,46,40,6
1229 N WESTERN AVE,13,2015,7,5652,5091,0,0,0,0,0
1229 N WESTERN AVE,13,2015,8,5652,5091,0,0,0,0,0
1229 N WESTERN AVE,14,2015,9,6142,5524,433,57,56,35,10
1229 N WESTERN AVE,15,2015,10,6771,6074,550,79,78,61,14
1229 N WESTERN AVE,16,2015,11,7081,6335,261,49,48,39,2
1229 N WESTERN AVE,17,2015,12,7271,6495,160,30,27,22,2
1229 N WESTERN AVE,18,2016,1,7455,6658,163,21,20,15,4
1229 N WESTERN AVE,19,2016,2,7767,6944,286,26,22,15,0
1229 N WESTERN AVE,20,2016,3,8101,7220,276,58,54,39,5
1229 N WESTERN AVE,21,2016,4,8334,7425,205,28,22,17,3
1229 N WESTERN AVE,22,2016,5,8731,7775,350,47,41,21,3
1229 N WESTERN AVE,23,2016,6,8977,7989,214,32,29,21,3
1229 N WESTERN AVE,23,2016,7,8977,7989,0,0,0,0,0
1229 N WESTERN AVE,23,2016,8,8977,7989,0,0,0,0,0
1229 N WESTERN AVE,24,2016,9,9353,8315,326,50,36,22,9
1229 N WESTERN AVE,25,2016,10,9692,8612,297,42,33,23,8
1229 N WESTERN AVE,26,2016,11,9921,8811,199,30,24,18,4
1229 N WESTERN AVE,27,2016,12,10116,8978,167,28,18,14,3
1229 N WESTERN AVE,28,2017,1,10253,9100,122,15,9,7,0
1229 N WESTERN AVE,29,2017,2,10469,9285,185,31,26,19,4
1229 N WESTERN AVE,30,2017,3,10741,9524,239,33,25,20,5
1229 N WESTERN AVE,31,2017,4,10923,9683,159,23,19,14,2
1229 N WESTERN AVE,32,2017,5,11259,9979,296,40,29,21,5
1229 N WESTERN AVE,33,2017,6,11418,10119,140,19,10,4,0
1229 N WESTERN AVE,33,2017,7,11418,10119,0,0,0,0,0
1229 N WESTERN AVE,33,2017,8,11418,10119,0,0,0,0,0
1229 N WESTERN AVE,34,2017,9,11598,10272,153,27,15,13,2
1229 N WESTERN AVE,35,2017,10,11753,10405,133,22,16,10,3
1229 N WESTERN AVE,36,2017,11,11894,10527,122,19,14,12,0
1229 N WESTERN AVE,37,2017,12,12060,10666,139,27,20,16,2
1229 N WESTERN AVE,38,2018,1,12214,10800,134,20,14,10,5
1229 N WESTERN AVE,39,2018,2,12406,10964,164,28,20,15,6
1229 N WESTERN AVE,40,2018,3,12650,11168,204,40,32,22,3
1229 N WESTERN AVE,41,2018,4,12956,11427,259,47,39,31,7
1229 N WESTERN AVE,42,2018,5,12958,11429,2,0,0,0,0
1315 W GARFIELD BLVD,1,2014,5,1590,1364,1364,226,226,226,226
1315 W GARFIELD BLVD,2,2014,6,3401,2776,1412,399,399,399,158
1315 W GARFIELD BLVD,3,2014,7,5022,4057,1281,340,340,340,106
1315 W GARFIELD BLVD,4,2014,8,6475,5209,1152,301,301,301,82
1315 W GARFIELD BLVD,5,2014,9,7566,6042,833,258,258,258,57
1315 W GARFIELD BLVD,6,2014,10,8915,7110,1068,281,281,281,68
1315 W GARFIELD BLVD,7,2014,11,10440,8286,1176,349,349,349,79
1315 W GARFIELD BLVD,8,2014,12,11459,9096,810,209,209,197,29
1315 W GARFIELD BLVD,9,2015,1,12106,9608,512,135,135,124,18
1315 W GARFIELD BLVD,10,2015,2,12626,10040,432,88,88,76,12
1315 W GARFIELD BLVD,11,2015,3,13166,10484,444,96,96,82,12
1315 W GARFIELD BLVD,12,2015,4,13751,10956,472,113,113,90,23
1315 W GARFIELD BLVD,13,2015,5,14282,11408,452,79,79,62,23
1315 W GARFIELD BLVD,14,2015,6,14975,11949,541,152,149,109,22
1315 W GARFIELD BLVD,15,2015,7,15977,12730,781,221,213,170,56
1315 W GARFIELD BLVD,16,2015,8,16933,13485,755,201,188,160,57
1315 W GARFIELD BLVD,17,2015,9,17822,14185,700,189,175,149,37
1315 W GARFIELD BLVD,18,2015,10,18767,14928,743,202,186,159,34
1315 W GARFIELD BLVD,19,2015,11,19613,15595,667,179,164,146,37
1315 W GARFIELD BLVD,20,2015,12,20360,16206,611,136,109,94,17
1315 W GARFIELD BLVD,21,2016,1,21068,16772,566,142,125,107,26
1315 W GARFIELD BLVD,22,2016,2,21729,17313,541,120,106,91,20
1315 W GARFIELD BLVD,23,2016,3,22505,17944,631,145,126,113,26
1315 W GARFIELD BLVD,24,2016,4,23303,18594,650,148,119,101,24
1315 W GARFIELD BLVD,25,2016,5,24083,19233,639,141,122,99,23
1315 W GARFIELD BLVD,26,2016,6,24708,19736,503,122,102,86,31
1315 W GARFIELD BLVD,27,2016,7,25357,20242,506,143,123,109,23
1315 W GARFIELD BLVD,28,2016,8,26073,20812,570,146,130,109,33
1315 W GARFIELD BLVD,29,2016,9,26651,21276,464,114,100,78,19
1315 W GARFIELD BLVD,30,2016,10,27197,21725,449,97,82,67,16
1315 W GARFIELD BLVD,31,2016,11,27902,22310,585,120,92,68,18
1315 W GARFIELD BLVD,32,2016,12,28476,22783,473,101,78,57,18
1315 W GARFIELD BLVD,33,2017,1,29018,23228,445,97,74,63,9
1315 W GARFIELD BLVD,34,2017,2,29584,23701,473,93,71,51,8
1315 W GARFIELD BLVD,35,2017,3,30135,24164,463,88,67,48,16
1315 W GARFIELD BLVD,36,2017,4,30559,24505,341,83,60,44,13
1315 W GARFIELD BLVD,37,2017,5,31116,24956,451,106,87,80,28
1315 W GARFIELD BLVD,38,2017,6,31670,25385,429,125,99,83,19
1315 W GARFIELD BLVD,39,2017,7,32289,25883,498,121,97,90,33
1315 W GARFIELD BLVD,40,2017,8,32851,26331,448,114,89,74,20
1315 W GARFIELD BLVD,41,2017,9,33430,26792,461,118,92,79,31
1315 W GARFIELD BLVD,42,2017,10,33958,27213,421,107,79,74,18
1315 W GARFIELD BLVD,43,2017,11,34462,27627,414,90,66,54,9
1315 W GARFIELD BLVD,44,2017,12,35032,28070,443,127,91,80,12
1315 W GARFIELD BLVD,45,2018,1,35644,28557,487,125,93,82,11
1315 W GARFIELD BLVD,46,2018,2,36063,28915,358,61,47,40,11
1315 W GARFIELD BLVD,47,2018,3,36636,29384,469,104,79,72,23
1315 W GARFIELD BLVD,48,2018,4,37167,29801,417,114,92,78,23
1315 W GARFIELD BLVD,48,2018,5,37167,29801,0,0,0,0,0
1334 W GARFIELD BLVD,1,2014,5,1332,1140,1140,192,192,192,192
1334 W GARFIELD BLVD,2,2014,6,3620,2856,1716,572,572,572,247
1334 W GARFIELD BLVD,3,2014,7,4822,3801,945,257,257,257,69
1334 W GARFIELD BLVD,4,2014,8,6124,4828,1027,275,275,275,77
1334 W GARFIELD BLVD,5,2014,9,7000,5511,683,193,193,193,44
1334 W GARFIELD BLVD,6,2014,10,8255,6556,1045,210,210,210,64
1334 W GARFIELD BLVD,7,2014,11,10929,8717,2161,513,513,513,174
1334 W GARFIELD BLVD,8,2014,12,13653,10937,2220,504,504,493,117
1334 W GARFIELD BLVD,9,2015,1,14825,11879,942,230,230,216,40
1334 W GARFIELD BLVD,10,2015,2,15273,12246,367,81,81,74,8
1334 W GARFIELD BLVD,11,2015,3,15840,12738,492,75,75,63,5
1334 W GARFIELD BLVD,12,2015,4,16396,13212,474,82,82,73,19
1334 W GARFIELD BLVD,13,2015,5,17101,13816,604,101,101,80,26
1334 W GARFIELD BLVD,14,2015,6,18053,14618,802,150,147,113,48
1334 W GARFIELD BLVD,15,2015,7,19553,15854,1236,264,254,200,88
1334 W GARFIELD BLVD,16,2015,8,20835,16898,1044,238,228,184,63
1334 W GARFIELD BLVD,17,2015,9,22663,18330,1432,396,370,296,101
1334 W GARFIELD BLVD,18,2015,10,23811,19224,894,254,233,194,50
1334 W GARFIELD BLVD,19,2015,11,24481,19767,543,127,117,103,28
1334 W GARFIELD BLVD,20,2015,12,24836,20047,280,75,70,57,5
1334 W GARFIELD BLVD,21,2016,1,25502,20600,553,113,99,82,29
1334 W GARFIELD BLVD,22,2016,2,26275,21228,628,145,112,103,23
1334 W GARFIELD BLVD,23,2016,3,27629,22319,1091,263,219,171,71
1334 W GARFIELD BLVD,24,2016,4,29361,23686,1367,365,316,260,85
1334 W GARFIELD BLVD,25,2016,5,30870,24838,1152,357,307,247,70
1334 W GARFIELD BLVD,26,2016,6,31158,25082,244,44,38,34,6
1334 W GARFIELD BLVD,27,2016,7,31501,25366,284,59,55,50,13
1334 W GARFIELD BLVD,28,2016,8,31828,25630,264,63,48,38,12
1334 W GARFIELD BLVD,29,2016,9,32226,25971,341,57,52,45,15
1334 W GARFIELD BLVD,30,2016,10,32600,26275,304,70,56,45,13
1334 W GARFIELD BLVD,31,2016,11,32798,26441,166,32,24,21,5
1334 W GARFIELD BLVD,32,2016,12,33279,26838,397,84,60,33,15
1334 W GARFIELD BLVD,33,2017,1,34445,27779,941,225,174,125,44
1334 W GARFIELD BLVD,34,2017,2,35614,28692,913,256,214,177,66
1334 W GARFIELD BLVD,35,2017,3,36327,29250,558,155,131,110,29
1334 W GARFIELD BLVD,36,2017,4,36536,29425,175,34,29,23,3
1334 W GARFIELD BLVD,37,2017,5,36806,29653,228,42,29,26,7
1334 W GARFIELD BLVD,38,2017,6,37212,29986,333,73,54,46,26
1334 W GARFIELD BLVD,39,2017,7,37662,30374,388,62,39,36,17
1334 W GARFIELD BLVD,40,2017,8,37865,30540,166,37,25,24,5
1334 W GARFIELD BLVD,41,2017,9,38271,30880,340,66,46,35,16
1334 W GARFIELD BLVD,42,2017,10,38483,31053,173,39,32,29,7
1334 W GARFIELD BLVD,43,2017,11,38678,31222,169,26,15,11,3
1334 W GARFIELD BLVD,44,2017,12,38883,31390,168,37,30,25,9
1334 W GARFIELD BLVD,45,2018,1,39026,31505,115,28,18,18,6
1334 W GARFIELD BLVD,46,2018,2,39249,31699,194,29,19,15,6
1334 W GARFIELD BLVD,47,2018,3,40030,32342,643,138,101,93,43
1334 W GARFIELD BLVD,48,2018,4,40671,32878,536,105,73,66,23
1334 W GARFIELD BLVD,48,2018,5,40671,32878,0,0,0,0,0
14 W CHICAGO AVE,1,2014,9,48,48,48,0,0,0,0
14 W CHICAGO AVE,2,2014,10,88,87,39,1,1,1,0
14 W CHICAGO AVE,3,2014,11,112,110,23,1,1,1,0
14 W CHICAGO AVE,4,2014,12,137,135,25,0,0,0,0
14 W CHICAGO AVE,5,2015,1,164,160,25,2,2,2,0
14 W CHICAGO AVE,6,2015,2,184,179,19,1,1,1,1
14 W CHICAGO AVE,7,2015,3,221,216,37,0,0,0,0
14 W CHICAGO AVE,8,2015,4,247,240,24,2,2,1,0
14 W CHICAGO AVE,9,2015,5,279,268,28,4,4,3,0
14 W CHICAGO AVE,10,2015,6,294,282,14,1,1,1,0
14 W CHICAGO AVE,11,2015,7,332,319,37,1,1,1,0
14 W CHICAGO AVE,12,2015,8,341,328,9,0,0,0,0
14 W CHICAGO AVE,13,2015,9,368,353,25,2,2,1,0
14 W CHICAGO AVE,14,2015,10,387,369,16,3,3,3,0
14 W CHICAGO AVE,15,2015,11,394,374,5,2,2,2,0
14 W CHICAGO AVE,16,2015,12,400,379,5,1,1,0,0
14 W CHICAGO AVE,17,2016,1,415,393,14,1,1,1,0
14 W CHICAGO AVE,18,2016,2,435,412,19,1,1,1,0
14 W CHICAGO AVE,19,2016,3,448,425,13,0,0,0,0
14 W CHICAGO AVE,20,2016,4,464,440,15,1,1,0,0
14 W CHICAGO AVE,21,2016,5,491,465,25,2,2,0,0
14 W CHICAGO AVE,22,2016,6,494,467,2,1,0,0,0
14 W CHICAGO AVE,22,2016,7,494,467,0,0,0,0,0
14 W CHICAGO AVE,22,2016,8,494,467,0,0,0,0,0
14 W CHICAGO AVE,23,2016,9,503,476,9,0,0,0,0
14 W CHICAGO AVE,24,2016,10,513,486,10,0,0,0,0
14 W CHICAGO AVE,25,2016,11,521,494,8,0,0,0,0
14 W CHICAGO AVE,26,2016,12,527,500,6,0,0,0,0
14 W CHICAGO AVE,27,2017,1,535,507,7,1,1,0,0
14 W CHICAGO AVE,28,2017,2,548,518,11,2,1,1,0
14 W CHICAGO AVE,29,2017,3,564,534,16,0,0,0,0
14 W CHICAGO AVE,30,2017,4,573,543,9,0,0,0,0
14 W CHICAGO AVE,31,2017,5,584,554,11,0,0,0,0
14 W CHICAGO AVE,32,2017,6,589,559,5,0,0,0,0
14 W CHICAGO AVE,32,2017,7,589,559,0,0,0,0,0
14 W CHICAGO AVE,32,2017,8,589,559,0,0,0,0,0
14 W CHICAGO AVE,33,2017,9,605,575,16,0,0,0,0
14 W CHICAGO AVE,34,2017,10,622,592,17,0,0,0,0
14 W CHICAGO AVE,35,2017,11,636,606,14,0,0,0,0
14 W CHICAGO AVE,36,2017,12,648,618,12,0,0,0,0
14 W CHICAGO AVE,37,2018,1,663,627,9,6,5,5,0
14 W CHICAGO AVE,38,2018,2,679,643,16,0,0,0,0
14 W CHICAGO AVE,39,2018,3,705,668,25,1,1,1,1
14 W CHICAGO AVE,40,2018,4,726,689,21,0,0,0,0
14 W CHICAGO AVE,40,2018,5,726,689,0,0,0,0,0
140 N ASHLAND,1,2014,3,61,60,60,1,1,1,1
140 N ASHLAND,2,2014,4,330,310,250,19,19,19,14
140 N ASHLAND,3,2014,5,675,618,308,37,37,37,15
140 N ASHLAND,4,2014,6,1155,1043,425,55,55,55,25
140 N ASHLAND,5,2014,7,1675,1497,454,66,66,66,24
140 N ASHLAND,6,2014,8,2190,1940,443,72,72,72,26
140 N ASHLAND,7,2014,9,2674,2348,408,76,76,76,24
140 N ASHLAND,8,2014,10,3197,2788,440,83,83,81,24
140 N ASHLAND,9,2014,11,3510,3056,268,45,45,42,3
140 N ASHLAND,10,2014,12,3736,3258,202,24,24,23,4
140 N ASHLAND,11,2015,1,3950,3445,187,27,27,23,5
140 N ASHLAND,12,2015,2,4246,3706,261,35,35,28,7
140 N ASHLAND,13,2015,3,4550,3958,252,52,52,43,11
140 N ASHLAND,14,2015,4,4794,4172,214,30,30,25,2
140 N ASHLAND,15,2015,5,5114,4455,283,37,37,27,10
140 N ASHLAND,16,2015,6,5392,4690,235,43,42,33,6
140 N ASHLAND,17,2015,7,5535,4812,122,21,16,14,3
140 N ASHLAND,18,2015,8,5700,4948,136,29,27,17,8
140 N ASHLAND,19,2015,9,5861,5090,142,19,16,11,2
140 N ASHLAND,20,2015,10,6041,5255,165,15,12,10,3
140 N ASHLAND,21,2015,11,6220,5411,156,23,19,16,5
140 N ASHLAND,22,2015,12,6515,5676,265,30,24,17,1
140 N ASHLAND,23,2016,1,6752,5880,204,33,26,24,2
140 N ASHLAND,24,2016,2,6986,6085,205,29,25,18,0
140 N ASHLAND,25,2016,3,7069,6160,75,8,5,5,1
140 N ASHLAND,26,2016,4,7163,6246,86,8,6,6,2
140 N ASHLAND,27,2016,5,7257,6329,83,11,9,9,0
140 N ASHLAND,28,2016,6,7404,6456,127,20,15,8,1
140 N ASHLAND,29,2016,7,7541,6578,122,15,13,10,3
140 N ASHLAND,30,2016,8,7721,6735,157,23,19,12,8
140 N ASHLAND,31,2016,9,7887,6884,149,17,14,12,4
140 N ASHLAND,32,2016,10,8004,6982,98,19,12,10,4
140 N ASHLAND,33,2016,11,8119,7080,98,17,14,9,3
140 N ASHLAND,34,2016,12,8227,7170,90,18,10,6,3
140 N ASHLAND,35,2017,1,8339,7267,97,15,11,9,1
140 N ASHLAND,36,2017,2,8425,7342,75,11,7,4,0
140 N ASHLAND,37,2017,3,8550,7447,105,20,15,13,4
140 N ASHLAND,38,2017,4,8648,7529,82,16,14,9,2
140 N ASHLAND,39,2017,5,8668,7549,20,0,0,0,0
140 N ASHLAND,40,2017,6,8750,7617,68,14,8,8,0
140 N ASHLAND,41,2017,7,8886,7733,116,20,11,8,2
140 N ASHLAND,42,2017,8,9044,7877,144,14,13,10,2
140 N ASHLAND,43,2017,9,9152,7971,94,14,14,12,1
140 N ASHLAND,44,2017,10,9331,8129,158,21,13,9,1
140 N ASHLAND,45,2017,11,9531,8302,173,27,18,17,4
140 N ASHLAND,46,2017,12,9723,8462,160,32,22,19,2
140 N ASHLAND,47,2018,1,9865,8584,122,20,16,16,4
140 N ASHLAND,48,2018,2,10021,8706,122,34,26,25,9
140 N ASHLAND,49,2018,3,10228,8877,171,36,31,24,3
140 N ASHLAND,50,2018,4,10422,9042,165,29,19,17,3
140 N ASHLAND,50,2018,5,10422,9042,0,0,0,0,0
141 N ASHLAND,1,2014,3,56,54,54,2,2,2,2
141 N ASHLAND,2,2014,4,281,267,213,12,12,12,9
141 N ASHLAND,3,2014,5,670,610,343,46,46,46,25
141 N ASHLAND,4,2014,6,1128,1003,393,65,65,65,26
141 N ASHLAND,5,2014,7,1466,1305,302,36,36,36,12
141 N ASHLAND,6,2014,8,1920,1699,394,60,60,60,27
141 N ASHLAND,7,2014,9,2267,2013,314,33,33,33,10
141 N ASHLAND,8,2014,10,2645,2355,342,36,36,36,9
141 N ASHLAND,9,2014,11,2962,2636,281,36,36,35,7
141 N ASHLAND,10,2014,12,3178,2839,203,13,13,12,2
141 N ASHLAND,11,2015,1,3316,2966,127,11,11,11,2
141 N ASHLAND,12,2015,2,3426,3065,99,11,11,8,1
141 N ASHLAND,13,2015,3,3528,3154,89,13,13,9,1
141 N ASHLAND,14,2015,4,3559,3182,28,3,3,3,0
141 N ASHLAND,15,2015,5,3589,3210,28,2,2,2,0
141 N ASHLAND,16,2015,6,3680,3288,78,13,12,7,4
141 N ASHLAND,17,2015,7,3928,3502,214,34,32,23,13
141 N ASHLAND,18,2015,8,4094,3642,140,26,24,20,5
141 N ASHLAND,19,2015,9,4183,3720,78,11,11,8,1
141 N ASHLAND,20,2015,10,4283,3804,84,16,14,13,0
141 N ASHLAND,21,2015,11,4312,3830,26,3,3,3,0
141 N ASHLAND,22,2015,12,4427,3935,105,10,10,10,2
141 N ASHLAND,23,2016,1,4481,3985,50,4,2,2,2
141 N ASHLAND,24,2016,2,4522,4021,36,5,5,3,0
141 N ASHLAND,25,2016,3,4550,4046,25,3,2,2,0
141 N ASHLAND,26,2016,4,4581,4074,28,3,3,2,1
141 N ASHLAND,27,2016,5,4617,4106,32,4,3,2,0
141 N ASHLAND,28,2016,6,4662,4143,37,8,6,4,2
141 N ASHLAND,29,2016,7,4681,4162,19,0,0,0,0
141 N ASHLAND,30,2016,8,4697,4178,16,0,0,0,0
141 N ASHLAND,31,2016,9,4717,4197,19,1,1,1,0
141 N ASHLAND,32,2016,10,4853,4322,125,11,8,8,6
141 N ASHLAND,33,2016,11,4993,4451,129,11,8,7,5
141 N ASHLAND,34,2016,12,5097,4546,95,9,9,8,1
141 N ASHLAND,35,2017,1,5214,4653,107,10,8,8,2
141 N ASHLAND,36,2017,2,5294,4726,73,7,3,3,0
141 N ASHLAND,37,2017,3,5374,4797,71,9,6,6,1
141 N ASHLAND,38,2017,4,5470,4887,90,6,4,3,0
141 N ASHLAND,39,2017,5,5571,4979,92,9,6,6,1
141 N ASHLAND,40,2017,6,5636,5039,60,5,4,4,0
141 N ASHLAND,41,2017,7,5657,5059,20,1,1,1,1
141 N ASHLAND,42,2017,8,5684,5078,19,8,8,8,2
141 N ASHLAND,43,2017,9,5693,5086,8,1,1,1,0
141 N ASHLAND,44,2017,10,5707,5100,14,0,0,0,0
141 N ASHLAND,45,2017,11,5728,5119,19,2,0,0,0
141 N ASHLAND,46,2017,12,5737,5127,8,1,0,0,0
141 N ASHLAND,47,2018,1,5741,5131,4,0,0,0,0
141 N ASHLAND,48,2018,2,5748,5138,7,0,0,0,0
141 N ASHLAND,49,2018,3,5776,5163,25,3,2,1,1
141 N ASHLAND,50,2018,4,5795,5179,16,3,2,2,0
141 N ASHLAND,50,2018,5,5795,5179,0,0,0,0,0
1440 W CERMAK RD,1,2014,10,295,289,289,6,6,6,6
1440 W CERMAK RD,2,2014,11,666,639,350,21,21,21,10
1440 W CERMAK RD,3,2014,12,1132,1079,440,26,26,26,9
1440 W CERMAK RD,4,2015,1,1487,1419,340,15,15,15,4
1440 W CERMAK RD,5,2015,2,1821,1739,320,14,14,14,4
1440 W CERMAK RD,6,2015,3,2519,2396,657,41,41,41,16
1440 W CERMAK RD,7,2015,4,2970,2819,423,28,28,28,8
1440 W CERMAK RD,8,2015,5,3562,3355,536,56,56,55,11
1440 W CERMAK RD,9,2015,6,3956,3707,352,42,42,37,8
1440 W CERMAK RD,9,2015,7,3956,3707,0,0,0,0,0
1440 W CERMAK RD,9,2015,8,3956,3707,0,0,0,0,0
1440 W CERMAK RD,10,2015,9,4551,4253,546,49,49,46,15
1440 W CERMAK RD,11,2015,10,5186,4819,566,69,69,66,26
1440 W CERMAK RD,12,2015,11,5433,5048,229,18,18,14,5
1440 W CERMAK RD,13,2015,12,5624,5225,177,14,14,10,1
1440 W CERMAK RD,14,2016,1,5998,5567,342,32,32,29,2
1440 W CERMAK RD,15,2016,2,6358,5898,331,29,28,22,9
1440 W CERMAK RD,16,2016,3,6698,6214,316,24,21,18,2
1440 W CERMAK RD,17,2016,4,6990,6480,266,26,23,18,5
1440 W CERMAK RD,18,2016,5,7421,6875,395,36,34,28,12
1440 W CERMAK RD,19,2016,6,7815,7237,362,32,26,22,4
1440 W CERMAK RD,19,2016,7,7815,7237,0,0,0,0,0
1440 W CERMAK RD,19,2016,8,7815,7237,0,0,0,0,0
1440 W CERMAK RD,20,2016,9,8300,7671,434,51,45,37,21
1440 W CERMAK RD,21,2016,10,8744,8087,416,28,25,19,6
1440 W CERMAK RD,22,2016,11,8944,8269,182,18,17,16,0
1440 W CERMAK RD,23,2016,12,9177,8482,213,20,18,12,4
1440 W CERMAK RD,24,2017,1,9355,8648,166,12,6,6,0
1440 W CERMAK RD,25,2017,2,9615,8896,248,12,10,10,0
1440 W CERMAK RD,26,2017,3,9844,9109,213,16,10,8,3
1440 W CERMAK RD,27,2017,4,10012,9268,159,9,7,6,2
1440 W CERMAK RD,28,2017,5,10253,9494,226,15,12,6,2
1440 W CERMAK RD,29,2017,6,10475,9692,198,24,17,15,2
1440 W CERMAK RD,29,2017,7,10475,9692,0,0,0,0,0
1440 W CERMAK RD,29,2017,8,10475,9692,0,0,0,0,0
1440 W CERMAK RD,30,2017,9,10723,9923,231,17,14,7,5
1440 W CERMAK RD,31,2017,10,10950,10137,214,13,12,10,2
1440 W CERMAK RD,32,2017,11,11044,10230,93,1,1,1,0
1440 W CERMAK RD,33,2017,12,11199,10374,144,11,8,7,1
1440 W CERMAK RD,34,2018,1,11468,10629,255,14,11,10,2
1440 W CERMAK RD,35,2018,2,11659,10803,174,17,13,9,1
1440 W CERMAK RD,36,2018,3,11923,11045,242,22,16,16,4
1440 W CERMAK RD,37,2018,4,12272,11361,316,33,26,24,6
1440 W CERMAK RD,37,2018,5,12272,11361,0,0,0,0,0
1507 W 83rd ST,1,2014,11,61,59,59,2,2,2,2
